sales,discount,profit,total_population,area,population_density,year,month,day_of_week,week_of_year,quarter,is_weekend,is_month_end,profit_margin,per_capita_income,income_to_sales_ratio,income_x_population,osm_supermarkets,osm_transit_hubs,osm_schools_colleges,osm_hospitals,osm_competitor_score,osm_accessibility_score,weather_avg_temp_c,weather_total_rain_mm,weather_avg_humidity,weather_is_monsoon,weather_is_summer,festival_score,is_festival_period,income_x_festival,category_encoded,sub_category_encoded,region_encoded,city_encoded,revenue_band_encoded,festival_name_encoded,festival_impact_encoded,sales_lag_1m,sales_lag_3m,sales_rolling_avg_3m,sales_per_capita,profit_per_capita,sales_per_sq_km,competitor_density,accessibility_per_capita,estimated_rent_per_sqft
1417,0.19,99.19,1245899,2868.0,434.4138772663877,2016,4,0,16,2,0,0,0.07,72000,50.81157374735356,89704728000,0,0,2,93,0,2,31.11,6.4,53.93,0,1,0,0,0,0,3,0,18,0,12,3,2469.0,910.0,1584.6666666666667,0.001137331356715111,7.961319497005777e-05,0.49407252440725247,0.0,0.0016052665585252095,32.75
1529,0.11,626.89,1245899,2868.0,434.4138772663877,2016,4,5,15,2,1,0,0.41,72000,47.089601046435575,89704728000,0,0,2,93,0,2,31.11,6.4,53.93,0,1,0,0,0,0,2,1,18,0,12,3,1417.0,868.0,1805.0,0.0012272262839925227,0.0005031627764369343,0.5331241283124128,0.0,0.0016052665585252095,32.75
971,0.33,242.75,1245899,2868.0,434.4138772663877,2016,4,0,17,2,0,0,0.25,72000,74.15036045314109,89704728000,0,0,2,93,0,2,31.11,6.4,53.93,0,1,0,0,0,1,21,0,18,2,12,3,562.0,687.0,1103.0,0.0007793569141639892,0.0001948392285409973,0.33856345885634587,0.0,0.0016052665585252095,32.75
1511,0.23,362.64,1245899,2868.0,434.4138772663877,2016,4,5,17,2,1,1,0.24,72000,47.650562541363335,89704728000,0,0,2,93,0,2,31.11,6.4,53.93,0,1,0,0,0,1,13,4,18,0,12,3,971.0,1776.0,1014.6666666666666,0.0012127788849657958,0.000291066932391791,0.5268479776847977,0.0,0.0016052665585252095,32.75
758,0.23,189.5,1245899,2868.0,434.4138772663877,2016,4,3,16,2,0,0,0.25,72000,94.9868073878628,89704728000,0,0,2,93,0,2,31.11,6.4,53.93,0,1,0,0,0,5,14,3,18,2,12,3,916.0,537.0,1154.6666666666667,0.0006083960256810544,0.0001520990064202636,0.26429567642956764,0.0,0.0016052665585252095,32.75
1052,0.27,105.2,1245899,2868.0,434.4138772663877,2016,4,2,15,2,0,0,0.1,72000,68.44106463878327,89704728000,0,0,2,93,0,2,31.11,6.4,53.93,0,1,2,1,144000,5,22,0,18,2,23,0,758.0,1790.0,908.6666666666666,0.0008443702097842602,8.443702097842602e-05,0.3668061366806137,0.0,0.0016052665585252095,32.75
721,0.27,100.94,1245899,2868.0,434.4138772663877,2016,4,1,17,2,0,0,0.14,72000,99.86130374479889,89704728000,0,0,2,93,0,2,31.11,6.4,53.93,0,1,0,0,0,6,6,3,18,1,12,3,2207.0,789.0,1327.6666666666667,0.000578698594348338,8.101780320876732e-05,0.25139470013947,0.0,0.0016052665585252095,32.75
2114,0.28,845.6,3077233,6693.0,459.7688629911849,2016,4,2,17,2,0,0,0.4,79000,37.36991485335856,243101407000,1,0,6,131,1,6,31.35,8.6,61.93,0,1,0,0,0,0,3,1,19,3,12,3,1332.0,1074.0,1714.3333333333333,0.0006869808038585314,0.00027479232154341255,0.31585238308680713,0.00014940983116689077,0.0019498036060317824,38.37
1081,0.18,108.1,3077233,6693.0,459.7688629911849,2016,4,5,15,2,1,0,0.1,79000,73.0804810360777,243101407000,1,0,6,131,1,6,31.35,8.6,61.93,0,1,0,0,0,0,3,1,19,2,12,3,2114.0,1697.0,1509.0,0.0003512896163533928,3.512896163533928e-05,0.16151202749140894,0.00014940983116689077,0.0019498036060317824,38.37
1482,0.15,592.8,3077233,6693.0,459.7688629911849,2016,4,0,16,2,0,0,0.4,79000,53.30634278002699,243101407000,1,0,6,131,1,6,31.35,8.6,61.93,0,1,0,0,0,1,21,0,19,0,12,3,1797.0,1669.0,1636.3333333333333,0.00048160149068985026,0.00019264059627594008,0.22142536978933214,0.00014940983116689077,0.0019498036060317824,38.37
890,0.29,356.0,3077233,6693.0,459.7688629911849,2016,4,2,16,2,0,0,0.4,79000,88.76404494382022,243101407000,1,0,6,131,1,6,31.35,8.6,61.93,0,1,0,0,0,4,17,3,19,2,12,3,1834.0,1195.0,1717.0,0.00028922086822804775,0.00011568834729121909,0.1329747497385328,0.00014940983116689077,0.0019498036060317824,38.37
877,0.14,368.34,3077233,6693.0,459.7688629911849,2016,4,1,15,2,0,0,0.42,79000,90.07981755986317,243101407000,1,0,6,131,1,6,31.35,8.6,61.93,0,1,2,1,158000,5,14,0,19,2,23,0,1614.0,527.0,1622.0,0.0002849962937483122,0.00011969844337429112,0.1310324219333632,0.00014940983116689077,0.0019498036060317824,38.37
2310,0.23,970.2,916857,167.23,5482.610775578545,2016,4,5,15,2,1,0,0.42,98000,42.42424242424242,89851986000,10,5,32,153,10,37,32.34,8.9,59.2,0,1,0,0,0,1,21,3,20,3,12,3,2061.0,2010.0,2051.6666666666665,0.0025194768649854883,0.0010581802832939052,13.81331100879029,0.05979788315493632,0.04035525714478921,77.32
1277,0.18,421.41,916857,167.23,5482.610775578545,2016,4,1,17,2,0,0,0.33,98000,76.74236491777604,89851986000,10,5,32,153,10,37,32.34,8.9,59.2,0,1,0,0,0,2,4,4,20,0,12,3,1746.0,1094.0,1491.0,0.001392801712807995,0.00045962456522663845,7.636189678885368,0.05979788315493632,0.04035525714478921,77.32
1892,0.22,567.6,916857,167.23,5482.610775578545,2016,4,2,16,2,0,0,0.3,98000,51.79704016913319,89851986000,10,5,32,153,10,37,32.34,8.9,59.2,0,1,0,0,0,3,18,3,20,3,12,3,1749.0,1923.0,1864.0,0.002063571527511924,0.0006190714582535772,11.31375949291395,0.05979788315493632,0.04035525714478921,77.32
1846,0.17,683.02,916857,167.23,5482.610775578545,2016,4,3,17,2,0,0,0.37,98000,53.08775731310943,89851986000,10,5,32,153,10,37,32.34,8.9,59.2,0,1,0,0,0,4,19,0,20,3,12,3,1265.0,2491.0,1731.0,0.002013400126737321,0.0007449580468928087,11.038689230401245,0.05979788315493632,0.04035525714478921,77.32
2467,0.34,937.46,916857,167.23,5482.610775578545,2016,4,1,17,2,0,0,0.38,98000,39.724361572760436,89851986000,10,5,32,153,10,37,32.34,8.9,59.2,0,1,0,0,0,5,8,4,20,3,12,3,2226.0,1907.0,2293.0,0.0026907140371944588,0.0010224713341338944,14.75213777432279,0.05979788315493632,0.04035525714478921,77.32
1625,0.23,422.5,916857,167.23,5482.610775578545,2016,4,3,16,2,0,0,0.26,98000,60.30769230769231,89851986000,10,5,32,153,10,37,32.34,8.9,59.2,0,1,0,0,0,6,5,3,20,0,12,3,2437.0,1581.0,2038.0,0.0017723592664941207,0.00046081340928847135,9.717156012677151,0.05979788315493632,0.04035525714478921,77.32
575,0.15,40.25,3936331,6075.0,647.9557202,2016,4,6,14,2,1,0,0.07,82000,142.6086956521739,322779142000,5,3,26,101,5,29,31.41,0.7,59.5,0,1,2,1,164000,0,3,4,21,1,23,0,1597.0,1954.0,1373.0,0.0001460751141100685,1.0225257987704794e-05,0.09465020576131687,0.0008230452674897119,0.007367266624681715,52.68
1894,0.23,795.48,3936331,6075.0,647.9557202,2016,4,1,15,2,0,0,0.42,82000,43.294614572333685,322779142000,5,3,26,101,5,29,31.41,0.7,59.5,0,1,2,1,164000,0,2,4,21,3,23,0,575.0,1947.0,1355.3333333333333,0.00048115872369472993,0.0002020866639517866,0.31176954732510287,0.0008230452674897119,0.007367266624681715,52.68
1733,0.31,225.29,3936331,6075.0,647.9557202,2016,4,4,13,2,0,0,0.13,82000,47.31679169070975,322779142000,5,3,26,101,5,29,31.41,0.7,59.5,0,1,0,0,0,0,3,0,21,0,12,3,1894.0,1597.0,1400.6666666666667,0.00044025769174391074,5.7233499926708394e-05,0.28526748971193416,0.0008230452674897119,0.007367266624681715,52.68
1965,0.13,117.9,3936331,6075.0,647.9557202,2016,4,1,17,2,0,0,0.06,82000,41.73027989821883,322779142000,5,3,26,101,5,29,31.41,0.7,59.5,0,1,0,0,0,1,21,3,21,3,12,3,1138.0,2272.0,1752.0,0.0004991958247413645,2.995174948448187e-05,0.3234567901234568,0.0008230452674897119,0.007367266624681715,52.68
1200,0.29,180.0,3936331,6075.0,647.9557202,2016,4,5,14,2,1,0,0.15,82000,68.33333333333333,322779142000,5,3,26,101,5,29,31.41,0.7,59.5,0,1,2,1,164000,2,9,3,21,2,23,0,1123.0,1750.0,1494.0,0.0003048524120557951,4.572786180836927e-05,0.19753086419753085,0.0008230452674897119,0.007367266624681715,52.68
2350,0.33,987.0,3936331,6075.0,647.9557202,2016,4,1,17,2,0,0,0.42,82000,34.8936170212766,322779142000,5,3,26,101,5,29,31.41,0.7,59.5,0,1,0,0,0,2,15,3,21,3,12,3,1200.0,2159.0,1557.6666666666667,0.0005970026402759321,0.00025074110891589146,0.3868312757201646,0.0008230452674897119,0.007367266624681715,52.68
1179,0.27,436.23,3936331,6075.0,647.9557202,2016,4,1,15,2,0,0,0.37,82000,69.55046649703138,322779142000,5,3,26,101,5,29,31.41,0.7,59.5,0,1,2,1,164000,2,15,3,21,2,23,0,2350.0,1123.0,1576.3333333333333,0.00029951749484481867,0.00011082147309258292,0.19407407407407407,0.0008230452674897119,0.007367266624681715,52.68
524,0.28,31.44,3936331,6075.0,647.9557202,2016,4,6,15,2,1,0,0.06,82000,156.4885496183206,322779142000,5,3,26,101,5,29,31.41,0.7,59.5,0,1,0,0,0,2,9,4,21,1,12,3,1179.0,1200.0,1351.0,0.0001331188865976972,7.987133195861833e-06,0.08625514403292181,0.0008230452674897119,0.007367266624681715,52.68
1430,0.15,400.4,3936331,6075.0,647.9557202,2016,4,3,14,2,0,0,0.28,82000,57.34265734265734,322779142000,5,3,26,101,5,29,31.41,0.7,59.5,0,1,2,1,164000,3,7,4,21,0,23,0,2316.0,1853.0,2041.0,0.0003632824576998225,0.00010171908815595029,0.2353909465020576,0.0008230452674897119,0.007367266624681715,52.68
2375,0.21,475.0,3936331,6075.0,647.9557202,2016,4,1,17,2,0,0,0.2,82000,34.526315789473685,322779142000,5,3,26,101,5,29,31.41,0.7,59.5,0,1,0,0,0,4,19,3,21,3,12,3,1105.0,1909.0,1613.6666666666667,0.0006033537321937612,0.00012067074643875223,0.39094650205761317,0.0008230452674897119,0.007367266624681715,52.68
888,0.18,71.04,3936331,6075.0,647.9557202,2016,4,2,14,2,0,0,0.08,82000,92.34234234234235,322779142000,5,3,26,101,5,29,31.41,0.7,59.5,0,1,0,0,0,4,12,4,21,2,12,3,2375.0,1361.0,1456.0,0.00022559078492128838,1.804726279370307e-05,0.14617283950617285,0.0008230452674897119,0.007367266624681715,52.68
1150,0.3,299.0,3936331,6075.0,647.9557202,2016,4,2,15,2,0,0,0.26,82000,71.30434782608695,322779142000,5,3,26,101,5,29,31.41,0.7,59.5,0,1,2,1,164000,4,12,4,21,2,23,0,888.0,1105.0,1471.0,0.000292150228220137,7.595905933723561e-05,0.18930041152263374,0.0008230452674897119,0.007367266624681715,52.68
855,0.34,136.8,3936331,6075.0,647.9557202,2016,4,4,16,2,0,0,0.16,82000,95.90643274853801,322779142000,5,3,26,101,5,29,31.41,0.7,59.5,0,1,0,0,0,5,8,4,21,2,12,3,2192.0,1436.0,1834.6666666666667,0.000217207343589754,3.475317497436065e-05,0.14074074074074075,0.0008230452674897119,0.007367266624681715,52.68
2201,0.32,814.37,3936331,6075.0,647.9557202,2016,4,1,15,2,0,0,0.37,82000,37.2557928214448,322779142000,5,3,26,101,5,29,31.41,0.7,59.5,0,1,2,1,164000,6,5,1,21,3,23,0,1460.0,2240.0,1979.0,0.0005591501324456709,0.0002068855490048982,0.3623045267489712,0.0008230452674897119,0.007367266624681715,52.68
1081,0.25,140.53,3458873,7194.0,480.79969418960246,2016,4,3,14,2,0,0,0.13,63000,58.27937095282146,217908999000,8,1,23,60,8,24,30.95,3.2,68.77,0,1,2,1,126000,3,0,0,22,2,23,0,1974.0,665.0,1394.0,0.0003125295435825484,4.0628840665731294e-05,0.1502641089797053,0.0011120378092855157,0.006938676268252694,42.34
2081,0.1,749.16,3458873,7194.0,480.79969418960246,2016,4,2,15,2,0,0,0.36,63000,30.27390677558866,217908999000,8,1,23,60,8,24,30.95,3.2,68.77,0,1,2,1,126000,5,22,4,22,3,23,0,1116.0,1134.0,1377.6666666666667,0.000601641054759744,0.00021659077971350783,0.28926883514039475,0.0011120378092855157,0.006938676268252694,42.34
639,0.21,166.14,3458873,7194.0,480.79969418960246,2016,4,2,14,2,0,0,0.26,63000,98.59154929577464,217908999000,8,1,23,60,8,24,30.95,3.2,68.77,0,1,0,0,0,6,6,4,22,1,12,3,1747.0,2185.0,1082.6666666666667,0.00018474225564222798,4.8032986466979266e-05,0.08882402001668056,0.0011120378092855157,0.006938676268252694,42.34
2153,0.11,882.73,1942288,4241.0,457.9787785899552,2016,4,3,16,2,0,0,0.41,78000,36.22851834649327,151498464000,11,1,14,42,11,15,32.22,7.4,59.2,0,1,0,0,0,0,3,3,23,3,12,3,2295.0,2201.0,1991.6666666666667,0.001108486486041205,0.00045447945927689406,0.5076632869606225,0.0025937278943645365,0.007722850576227624,46.35
1726,0.34,120.82,1942288,4241.0,457.9787785899552,2016,4,5,15,2,1,0,0.07,78000,45.19119351100811,151498464000,11,1,14,42,11,15,32.22,7.4,59.2,0,1,0,0,0,1,13,3,23,0,12,3,899.0,1110.0,1626.0,0.0008886426729712586,6.22049871079881e-05,0.40697948597029004,0.0025937278943645365,0.007722850576227624,46.35
727,0.15,109.05,1942288,4241.0,457.9787785899552,2016,4,0,16,2,0,0,0.15,78000,107.29023383768913,151498464000,11,1,14,42,11,15,32.22,7.4,59.2,0,1,0,0,0,1,21,4,23,1,12,3,1726.0,2253.0,1117.3333333333333,0.00037430082459449885,5.614512368917483e-05,0.17142183447300166,0.0025937278943645365,0.007722850576227624,46.35
512,0.15,71.68,1942288,4241.0,457.9787785899552,2016,4,2,14,2,0,0,0.14,78000,152.34375,151498464000,11,1,14,42,11,15,32.22,7.4,59.2,0,1,0,0,0,5,8,4,23,1,12,3,2380.0,731.0,1168.0,0.0002636066330019029,3.690492862026641e-05,0.12072624381042207,0.0025937278943645365,0.007722850576227624,46.35
928,0.28,120.64,1942288,4241.0,457.9787785899552,2016,4,0,14,2,0,0,0.13,78000,84.05172413793103,151498464000,11,1,14,42,11,15,32.22,7.4,59.2,0,1,0,0,0,6,6,0,23,2,12,3,2010.0,2132.0,1580.3333333333333,0.000477787022315949,6.211231290107337e-05,0.21881631690639,0.0025937278943645365,0.007722850576227624,46.35
1082,0.27,238.04,1942288,4241.0,457.9787785899552,2016,4,4,13,2,0,0,0.22,78000,72.08872458410352,151498464000,11,1,14,42,11,15,32.22,7.4,59.2,0,1,0,0,0,6,5,3,23,2,12,3,928.0,1803.0,1340.0,0.0005570749548985527,0.00012255649007768157,0.2551285074274935,0.0025937278943645365,0.007722850576227624,46.35
793,0.12,301.34,1942288,4241.0,457.9787785899552,2016,4,0,16,2,0,0,0.38,78000,98.36065573770492,151498464000,11,1,14,42,11,15,32.22,7.4,59.2,0,1,0,0,0,6,5,0,23,2,12,3,1082.0,2010.0,934.3333333333334,0.0004082813671299004,0.00015514691950936215,0.18698420183918887,0.0025937278943645365,0.007722850576227624,46.35
596,0.25,214.56,1942288,4241.0,457.9787785899552,2016,4,2,14,2,0,0,0.36,78000,130.8724832214765,151498464000,11,1,14,42,11,15,32.22,7.4,59.2,0,1,0,0,0,6,5,1,23,1,12,3,793.0,928.0,823.6666666666666,0.0003068545962287776,0.00011046765464235994,0.14053289318556944,0.0025937278943645365,0.007722850576227624,46.35
1393,0.25,571.13,75000,32.0,2343.75,2016,5,2,20,2,0,0,0.41,69000,49.533381191672646,5175000000,0,0,0,34,0,0,28.44,99.2,67.23,0,1,0,0,0,0,2,4,0,0,12,3,1922.0,1339.0,1369.0,0.018573333333333334,0.0076150666666666665,43.53125,0.0,0.0,34.87
2471,0.14,444.78,75000,32.0,2343.75,2016,5,1,18,2,0,0,0.18,69000,27.92391744233104,5175000000,0,0,0,34,0,0,28.44,99.2,67.23,0,1,0,0,0,1,13,1,0,3,12,3,1842.0,1621.0,1746.3333333333333,0.032946666666666666,0.0059304,77.21875,0.0,0.0,34.87
1381,0.33,524.78,75000,32.0,2343.75,2016,5,1,18,2,0,0,0.38,69000,49.9637943519189,5175000000,0,0,0,34,0,0,28.44,99.2,67.23,0,1,0,0,0,2,4,0,0,0,12,3,2454.0,1571.0,1972.6666666666667,0.018413333333333334,0.006997066666666666,43.15625,0.0,0.0,34.87
1416,0.19,84.96,75000,32.0,2343.75,2016,5,4,18,2,0,0,0.06,69000,48.728813559322035,5175000000,0,0,0,34,0,0,28.44,99.2,67.23,0,1,0,0,0,2,4,1,0,0,12,3,1381.0,2083.0,1750.3333333333333,0.01888,0.0011328,44.25,0.0,0.0,34.87
2237,0.27,559.25,75000,32.0,2343.75,2016,5,2,18,2,0,0,0.25,69000,30.844881537773805,5175000000,0,0,0,34,0,0,28.44,99.2,67.23,0,1,0,0,0,2,9,1,0,3,12,3,1416.0,2454.0,1678.0,0.029826666666666668,0.007456666666666667,69.90625,0.0,0.0,34.87
1563,0.35,656.46,75000,32.0,2343.75,2016,5,3,19,2,0,0,0.42,69000,44.145873320537426,5175000000,0,0,0,34,0,0,28.44,99.2,67.23,0,1,0,0,0,3,7,1,0,0,12,3,620.0,2050.0,1408.0,0.02084,0.0087528,48.84375,0.0,0.0,34.87
1305,0.17,247.95,75000,32.0,2343.75,2016,5,5,21,2,1,0,0.19,69000,52.87356321839081,5175000000,0,0,0,34,0,0,28.44,99.2,67.23,0,1,0,0,0,4,17,1,0,0,12,3,1344.0,1973.0,1414.3333333333333,0.0174,0.003306,40.78125,0.0,0.0,34.87
2127,0.19,425.4,4646732,175.0,26552.754285714287,2016,5,1,19,2,0,0,0.2,189000,88.85754583921016,878232348000,62,3,33,268,62,36,30.74,290.0,72.0,0,1,0,0,0,0,1,3,1,3,12,3,2259.0,981.0,1683.3333333333333,0.00045774105328217767,9.154821065643553e-05,12.154285714285715,0.35428571428571426,0.00774738030943037,190.62
1282,0.33,179.48,4646732,175.0,26552.754285714287,2016,5,0,19,2,0,0,0.14,189000,147.42589703588143,878232348000,62,3,33,268,62,36,30.74,290.0,72.0,0,1,0,0,0,0,3,4,1,0,12,3,2127.0,664.0,1889.3333333333333,0.00027589282101915925,3.8624994942682294e-05,7.325714285714286,0.35428571428571426,0.00774738030943037,190.62
1259,0.25,276.98,4646732,175.0,26552.754285714287,2016,5,5,19,2,1,0,0.22,189000,150.11914217633043,878232348000,62,3,33,268,62,36,30.74,290.0,72.0,0,1,0,0,0,1,13,1,1,0,12,3,1880.0,733.0,1361.0,0.00027094310582146763,5.960748328072289e-05,7.194285714285714,0.35428571428571426,0.00774738030943037,190.62
609,0.33,115.71,4646732,175.0,26552.754285714287,2016,5,3,19,2,0,0,0.19,189000,310.3448275862069,878232348000,62,3,33,268,62,36,30.74,290.0,72.0,0,1,0,0,0,2,10,0,1,1,12,3,2108.0,1933.0,1727.3333333333333,0.00013105985023453042,2.4901371544560778e-05,3.48,0.35428571428571426,0.00774738030943037,190.62
1456,0.31,436.8,4646732,175.0,26552.754285714287,2016,5,6,18,2,1,0,0.3,189000,129.80769230769232,878232348000,62,3,33,268,62,36,30.74,290.0,72.0,0,1,0,0,0,2,4,0,1,0,12,3,609.0,2465.0,1391.0,0.0003133384925147394,9.400154775442181e-05,8.32,0.35428571428571426,0.00774738030943037,190.62
903,0.1,90.3,4646732,175.0,26552.754285714287,2016,5,2,18,2,0,0,0.1,189000,209.30232558139534,878232348000,62,3,33,268,62,36,30.74,290.0,72.0,0,1,0,0,0,3,20,3,1,2,12,3,1224.0,1186.0,1526.3333333333333,0.00019433012276154512,1.943301227615451e-05,5.16,0.35428571428571426,0.00774738030943037,190.62
2012,0.25,321.92,4646732,175.0,26552.754285714287,2016,5,0,19,2,0,0,0.16,189000,93.93638170974155,878232348000,62,3,33,268,62,36,30.74,290.0,72.0,0,1,0,0,0,3,0,4,1,3,12,3,903.0,2452.0,1379.6666666666667,0.00043299247729371957,6.927879636699513e-05,11.497142857142856,0.35428571428571426,0.00774738030943037,190.62
1735,0.11,572.55,4646732,175.0,26552.754285714287,2016,5,5,19,2,1,0,0.33,189000,108.93371757925073,878232348000,62,3,33,268,62,36,30.74,290.0,72.0,0,1,0,0,0,5,14,1,1,0,12,3,2462.0,884.0,2052.6666666666665,0.00037338068991282477,0.00012321562767123216,9.914285714285715,0.35428571428571426,0.00774738030943037,190.62
1495,0.14,508.3,4646732,175.0,26552.754285714287,2016,5,5,18,2,1,0,0.34,189000,126.42140468227424,878232348000,62,3,33,268,62,36,30.74,290.0,72.0,0,1,0,0,0,5,22,1,1,0,12,3,1735.0,1961.0,1897.3333333333333,0.00032173148784995565,0.00010938870586898492,8.542857142857143,0.35428571428571426,0.00774738030943037,190.62
2422,0.35,484.4,4646732,175.0,26552.754285714287,2016,5,2,21,2,0,0,0.2,189000,78.03468208092485,878232348000,62,3,33,268,62,36,30.74,290.0,72.0,0,1,0,0,0,5,14,0,1,3,12,3,1495.0,2462.0,1884.0,0.0005212265308177877,0.00010424530616355752,13.84,0.35428571428571426,0.00774738030943037,190.62
571,0.21,251.24,4646732,175.0,26552.754285714287,2016,5,2,19,2,0,0,0.44,189000,330.9982486865149,878232348000,62,3,33,268,62,36,30.74,290.0,72.0,0,1,0,0,0,6,6,3,1,1,12,3,1692.0,568.0,1569.3333333333333,0.00012288205990790946,5.406810635948017e-05,3.262857142857143,0.35428571428571426,0.00774738030943037,190.62
1343,0.16,429.76,3458045,4732.0,730.7787405,2016,5,1,19,2,0,0,0.32,142000,105.73343261355176,491042390000,41,1,55,221,41,56,28.23,51.0,68.87,0,1,0,0,0,0,2,1,2,0,12,3,1907.0,1207.0,1414.6666666666667,0.0003883697291388631,0.0001242783133244362,0.2838123415046492,0.008664412510566356,0.0161941212448074,108.84
1707,0.21,477.96,3458045,4732.0,730.7787405,2016,5,6,21,2,1,0,0.28,142000,83.18687756297598,491042390000,41,1,55,221,41,56,28.23,51.0,68.87,0,1,0,0,0,0,2,1,2,0,12,3,1343.0,994.0,1652.3333333333333,0.0004936315172301112,0.00013821682482443115,0.3607354184277261,0.008664412510566356,0.0161941212448074,108.84
1926,0.24,154.08,3458045,4732.0,730.7787405,2016,5,3,21,2,0,0,0.08,142000,73.72793354101765,491042390000,41,1,55,221,41,56,28.23,51.0,68.87,0,1,0,0,0,0,1,3,2,3,12,3,1707.0,1907.0,1658.6666666666667,0.0005569620985267687,4.4556967882141504e-05,0.4070160608622147,0.008664412510566356,0.0161941212448074,108.84
894,0.28,330.78,3458045,4732.0,730.7787405,2016,5,5,21,2,1,0,0.37,142000,158.83668903803132,491042390000,41,1,55,221,41,56,28.23,51.0,68.87,0,1,0,0,0,1,21,1,2,2,12,3,2188.0,1726.0,1455.6666666666667,0.00025852757844388956,9.565520402423912e-05,0.1889264581572274,0.008664412510566356,0.0161941212448074,108.84
1768,0.34,707.2,3458045,4732.0,730.7787405,2016,5,5,18,2,1,0,0.4,142000,80.31674208144797,491042390000,41,1,55,221,41,56,28.23,51.0,68.87,0,1,0,0,0,1,13,3,2,3,12,3,894.0,1285.0,1616.6666666666667,0.0005112715421574908,0.0002045086168629963,0.37362637362637363,0.008664412510566356,0.0161941212448074,108.84
867,0.28,60.69,3458045,4732.0,730.7787405,2016,5,2,19,2,0,0,0.07,142000,163.7831603229527,491042390000,41,1,55,221,41,56,28.23,51.0,68.87,0,1,0,0,0,2,15,3,2,2,12,3,1399.0,1058.0,1252.6666666666667,0.00025071969855800023,1.755037889906002e-05,0.18322062552831783,0.008664412510566356,0.0161941212448074,108.84
1874,0.24,262.36,3458045,4732.0,730.7787405,2016,5,1,22,2,0,1,0.14,142000,75.77374599786553,491042390000,41,1,55,221,41,56,28.23,51.0,68.87,0,1,0,0,0,2,9,0,2,3,12,3,867.0,1492.0,1380.0,0.000541924700228019,7.586945803192267e-05,0.3960270498732037,0.008664412510566356,0.0161941212448074,108.84
2117,0.3,127.02,3458045,4732.0,730.7787405,2016,5,3,21,2,0,0,0.06,142000,67.07605101558809,491042390000,41,1,55,221,41,56,28.23,51.0,68.87,0,1,0,0,0,4,11,0,2,3,12,3,2395.0,744.0,2173.3333333333335,0.0006121956192010225,3.6731737152061354e-05,0.4473795435333897,0.008664412510566356,0.0161941212448074,108.84
1422,0.22,426.6,3458045,4732.0,730.7787405,2016,5,2,18,2,0,0,0.3,142000,99.85935302390999,491042390000,41,1,55,221,41,56,28.23,51.0,68.87,0,1,0,0,0,4,17,1,2,0,12,3,2117.0,2008.0,1978.0,0.00041121500732350214,0.00012336450219705065,0.30050718512256974,0.008664412510566356,0.0161941212448074,108.84
1114,0.2,456.74,3458045,4732.0,730.7787405,2016,5,5,21,2,1,0,0.41,142000,127.46858168761221,491042390000,41,1,55,221,41,56,28.23,51.0,68.87,0,1,0,0,0,6,6,4,2,2,12,3,852.0,563.0,891.0,0.0003221473404770615,0.0001320804095955952,0.23541842772612004,0.008664412510566356,0.0161941212448074,108.84
1764,0.22,723.24,68976,16.0,4311.0,2016,5,5,18,2,1,0,0.41,69000,39.1156462585034,4759344000,0,1,0,36,0,1,27.95,114.2,72.23,0,1,0,0,0,0,2,3,3,3,12,3,2368.0,1609.0,2149.6666666666665,0.0255741127348643,0.010485386221294364,110.25,0.0,0.014497796334957087,39.93
1993,0.3,279.02,68976,16.0,4311.0,2016,5,2,18,2,0,0,0.14,69000,34.62117410938284,4759344000,0,1,0,36,0,1,27.95,114.2,72.23,0,1,0,0,0,0,1,1,3,3,12,3,1764.0,2317.0,2041.6666666666667,0.028894108095569474,0.004045175133379726,124.5625,0.0,0.014497796334957087,39.93
1829,0.13,292.64,68976,16.0,4311.0,2016,5,2,19,2,0,0,0.16,69000,37.7255330781848,4759344000,0,1,0,36,0,1,27.95,114.2,72.23,0,1,0,0,0,2,4,0,3,3,12,3,933.0,604.0,1562.6666666666667,0.02651646949663651,0.004242635119461841,114.3125,0.0,0.014497796334957087,39.93
1944,0.27,388.8,68976,16.0,4311.0,2016,5,6,20,2,1,0,0.2,69000,35.49382716049383,4759344000,0,1,0,36,0,1,27.95,114.2,72.23,0,1,0,0,0,2,15,4,3,3,12,3,1829.0,1926.0,1568.6666666666667,0.028183716075156576,0.005636743215031315,121.5,0.0,0.014497796334957087,39.93
